Invoice_ID,Vendor_ID,Inventory_ID,Purchase_Date,Quantity,Unit_Cost,Total_Cost,Payment_Status,Account_Code,Delivery_Date
INVF000297,VEND011,INV00223,14-08-2025,105,5,525,Overdue,ACCT608,23-09-2025
INVF000298,VEND003,INV00029,16-08-2025,71,9,639,Overdue,ACCT819,08-09-2025
INVF000299,VEND020,INV00292,06-08-2025,195,4,780,Paid,ACCT642,09-09-2025
INVF000300,VEND005,INV00385,04-08-2025,166,10,1660,Pending,ACCT914,01-09-2025
INVF000301,VEND014,INV00208,26-08-2025,196,11,2156,Overdue,ACCT257,08-09-2025
INVF000302,VEND012,INV00081,05-08-2025,19,13,247,Paid,ACCT474,10-09-2025
INVF000303,VEND005,INV00014,27-08-2025,115,15,1725,Overdue,ACCT519,28-09-2025
INVF000304,VEND009,INV00394,26-08-2025,14,13,182,Pending,ACCT423,18-09-2025
INVF000305,VEND013,INV00256,29-08-2025,187,16,2992,Paid,ACCT476,20-09-2025
INVF000306,VEND018,INV00220,22-08-2025,188,8,1504,Paid,ACCT290,10-09-2025
INVF000307,VEND004,INV00354,19-08-2025,69,6,414,Overdue,ACCT506,10-09-2025
INVF000308,VEND001,INV00272,09-08-2025,53,12,636,Pending,ACCT634,28-09-2025
INVF000309,VEND012,INV00121,26-08-2025,152,1,152,Overdue,ACCT665,30-09-2025
INVF000310,VEND010,INV00069,05-08-2025,138,1,138,Pending,ACCT588,02-09-2025
INVF000311,VEND012,INV00391,21-08-2025,75,9,675,Pending,ACCT516,22-09-2025
INVF000312,VEND003,INV00229,27-08-2025,177,5,885,Paid,ACCT453,20-09-2025
INVF000313,VEND007,INV00014,27-08-2025,11,9,99,Paid,ACCT228,02-09-2025
INVF000314,VEND016,INV00235,24-08-2025,133,17,2261,Overdue,ACCT118,30-09-2025
INVF000315,VEND011,INV00419,14-08-2025,128,12,1536,Paid,ACCT774,04-09-2025
INVF000316,VEND013,INV00497,01-08-2025,36,10,360,Overdue,ACCT656,29-09-2025
INVF000317,VEND006,INV00249,16-08-2025,168,1,168,Paid,ACCT570,03-09-2025
INVF000318,VEND010,INV00465,16-08-2025,76,12,912,Overdue,ACCT600,02-09-2025
INVF000319,VEND006,INV00127,09-08-2025,136,10,1360,Paid,ACCT764,04-09-2025
INVF000320,VEND007,INV00070,03-08-2025,178,8,1424,Overdue,ACCT546,03-09-2025
INVF000321,VEND018,INV00330,23-08-2025,89,3,267,Overdue,ACCT162,09-09-2025
INVF000322,VEND005,INV00346,11-08-2025,161,3,483,Pending,ACCT921,17-09-2025
INVF000323,VEND019,INV00401,10-08-2025,181,15,2715,Pending,ACCT681,30-09-2025
INVF000324,VEND007,INV00275,15-08-2025,24,20,480,Paid,ACCT307,01-09-2025
INVF000325,VEND015,INV00256,15-08-2025,147,11,1617,Overdue,ACCT914,29-09-2025
INVF000326,VEND014,INV00141,17-08-2025,72,13,936,Pending,ACCT778,03-09-2025
INVF000327,VEND002,INV00034,15-08-2025,186,2,372,Paid,ACCT711,07-09-2025
INVF000328,VEND017,INV00439,22-08-2025,200,18,3600,Overdue,ACCT615,19-09-2025
INVF000329,VEND012,INV00081,25-08-2025,102,1,102,Pending,ACCT318,19-09-2025
INVF000330,VEND012,INV00098,13-08-2025,174,7,1218,Pending,ACCT234,24-09-2025
INVF000331,VEND020,INV00206,07-08-2025,22,7,154,Overdue,ACCT485,11-09-2025
INVF000332,VEND008,INV00095,25-08-2025,125,7,875,Paid,ACCT151,11-09-2025
INVF000333,VEND006,INV00419,13-08-2025,195,5,975,Pending,ACCT347,29-09-2025
INVF000334,VEND001,INV00143,20-08-2025,86,3,258,Pending,ACCT738,08-09-2025
INVF000335,VEND005,INV00086,21-08-2025,140,7,980,Paid,ACCT984,11-09-2025
INVF000336,VEND006,INV00313,14-08-2025,160,2,320,Paid,ACCT691,20-09-2025
INVF000337,VEND018,INV00228,28-08-2025,157,10,1570,Pending,ACCT406,10-09-2025
INVF000338,VEND012,INV00263,05-08-2025,162,20,3240,Pending,ACCT708,13-09-2025
INVF000339,VEND005,INV00172,09-08-2025,181,4,724,Overdue,ACCT149,08-09-2025
INVF000340,VEND012,INV00031,14-08-2025,14,10,140,Paid,ACCT906,27-09-2025
INVF000341,VEND020,INV00026,21-08-2025,38,17,646,Overdue,ACCT826,20-09-2025
INVF000342,VEND002,INV00064,18-08-2025,148,1,148,Paid,ACCT614,04-09-2025
INVF000343,VEND013,INV00416,31-08-2025,26,1,26,Paid,ACCT263,05-09-2025
INVF000344,VEND016,INV00226,31-08-2025,38,13,494,Overdue,ACCT555,29-09-2025
INVF000345,VEND019,INV00223,02-08-2025,29,20,580,Overdue,ACCT680,05-09-2025
INVF000346,VEND007,INV00289,04-08-2025,16,15,240,Overdue,ACCT437,01-09-2025
INVF000347,VEND019,INV00097,07-08-2025,147,12,1764,Pending,ACCT572,19-09-2025
INVF000348,VEND012,INV00046,26-08-2025,89,3,267,Paid,ACCT720,15-09-2025
INVF000349,VEND003,INV00461,27-08-2025,103,9,927,Paid,ACCT872,14-09-2025
INVF000350,VEND009,INV00307,18-08-2025,35,14,490,Pending,ACCT999,12-09-2025
INVF000351,VEND017,INV00410,12-08-2025,110,15,1650,Overdue,ACCT795,21-09-2025
INVF000352,VEND014,INV00332,16-08-2025,169,15,2535,Paid,ACCT282,01-09-2025
INVF000353,VEND016,INV00323,15-08-2025,15,8,120,Pending,ACCT834,26-09-2025
INVF000354,VEND017,INV00222,02-08-2025,99,13,1287,Paid,ACCT646,30-09-2025
INVF000355,VEND011,INV00401,03-08-2025,70,19,1330,Overdue,ACCT979,18-09-2025
INVF000356,VEND008,INV00277,09-08-2025,61,5,305,Pending,ACCT109,15-09-2025
INVF000357,VEND017,INV00216,09-08-2025,137,14,1918,Paid,ACCT758,09-09-2025
INVF000358,VEND005,INV00361,04-08-2025,77,11,847,Overdue,ACCT481,03-09-2025
INVF000359,VEND016,INV00416,05-08-2025,155,6,930,Pending,ACCT836,24-09-2025
INVF000360,VEND008,INV00083,19-08-2025,30,4,120,Overdue,ACCT965,23-09-2025
INVF000361,VEND006,INV00149,29-08-2025,152,18,2736,Pending,ACCT983,29-09-2025
INVF000362,VEND009,INV00471,11-08-2025,153,15,2295,Paid,ACCT816,23-09-2025
INVF000363,VEND013,INV00035,10-08-2025,39,3,117,Pending,ACCT678,28-09-2025
INVF000364,VEND008,INV00062,10-08-2025,118,14,1652,Paid,ACCT899,02-09-2025
INVF000365,VEND007,INV00036,03-08-2025,127,9,1143,Overdue,ACCT150,11-09-2025
INVF000366,VEND019,INV00100,29-08-2025,14,11,154,Pending,ACCT723,09-09-2025
INVF000367,VEND015,INV00462,06-08-2025,119,15,1785,Overdue,ACCT967,03-09-2025
INVF000368,VEND002,INV00062,02-08-2025,67,12,804,Pending,ACCT913,17-09-2025
INVF000369,VEND016,INV00357,13-08-2025,151,17,2567,Pending,ACCT497,02-09-2025
INVF000370,VEND005,INV00065,26-08-2025,68,11,748,Paid,ACCT148,19-09-2025
INVF000371,VEND013,INV00207,02-08-2025,70,12,840,Pending,ACCT971,01-09-2025
INVF000372,VEND013,INV00248,12-08-2025,119,4,476,Pending,ACCT836,08-09-2025
INVF000373,VEND001,INV00366,27-08-2025,74,15,1110,Pending,ACCT429,24-09-2025
INVF000374,VEND010,INV00265,10-08-2025,187,20,3740,Overdue,ACCT249,30-09-2025
INVF000375,VEND019,INV00476,05-08-2025,72,6,432,Pending,ACCT856,16-09-2025
INVF000376,VEND013,INV00383,10-08-2025,93,6,558,Paid,ACCT965,22-09-2025
INVF000377,VEND009,INV00229,09-08-2025,103,19,1957,Paid,ACCT909,07-09-2025
INVF000378,VEND009,INV00084,28-08-2025,103,12,1236,Overdue,ACCT756,05-09-2025
INVF000379,VEND010,INV00495,10-08-2025,18,12,216,Paid,ACCT499,21-09-2025
INVF000380,VEND010,INV00394,06-08-2025,196,9,1764,Paid,ACCT894,22-09-2025
INVF000381,VEND015,INV00163,09-08-2025,149,15,2235,Pending,ACCT260,27-09-2025
INVF000382,VEND019,INV00051,16-08-2025,132,13,1716,Paid,ACCT927,08-09-2025
INVF000383,VEND017,INV00299,23-08-2025,49,6,294,Overdue,ACCT574,08-09-2025
INVF000384,VEND004,INV00142,16-08-2025,84,12,1008,Overdue,ACCT626,28-09-2025
INVF000385,VEND013,INV00329,19-08-2025,77,10,770,Pending,ACCT594,04-09-2025
INVF000386,VEND015,INV00422,11-08-2025,31,9,279,Overdue,ACCT579,23-09-2025
INVF000387,VEND002,INV00402,19-08-2025,57,15,855,Overdue,ACCT749,26-09-2025
INVF000388,VEND008,INV00235,10-08-2025,66,1,66,Pending,ACCT562,06-09-2025
INVF000389,VEND011,INV00033,05-08-2025,159,11,1749,Paid,ACCT578,02-09-2025
INVF000390,VEND017,INV00165,01-08-2025,195,17,3315,Overdue,ACCT518,13-09-2025
INVF000391,VEND003,INV00334,30-08-2025,23,17,391,Paid,ACCT213,23-09-2025
INVF000392,VEND014,INV00480,12-08-2025,72,19,1368,Pending,ACCT515,07-09-2025
INVF000393,VEND010,INV00449,19-08-2025,143,8,1144,Paid,ACCT155,19-09-2025
INVF000394,VEND007,INV00200,17-08-2025,24,6,144,Paid,ACCT907,16-09-2025
INVF000395,VEND006,INV00153,19-08-2025,147,4,588,Overdue,ACCT705,12-09-2025
INVF000396,VEND010,INV00003,03-08-2025,200,17,3400,Overdue,ACCT529,21-09-2025
INVF000397,VEND001,INV00130,26-08-2025,39,19,741,Overdue,ACCT496,13-09-2025
INVF000398,VEND019,INV00200,19-08-2025,46,2,92,Paid,ACCT484,05-09-2025
INVF000399,VEND009,INV00417,07-08-2025,22,8,176,Overdue,ACCT511,03-09-2025
INVF000400,VEND005,INV00385,17-08-2025,29,13,377,Overdue,ACCT433,14-09-2025
INVF000401,VEND018,INV00457,03-08-2025,35,7,245,Pending,ACCT457,12-09-2025
INVF000402,VEND010,INV00214,14-08-2025,17,10,170,Pending,ACCT586,19-09-2025
INVF000403,VEND009,INV00363,13-08-2025,126,18,2268,Overdue,ACCT445,09-09-2025
INVF000404,VEND020,INV00166,28-08-2025,161,16,2576,Pending,ACCT506,02-09-2025
INVF000405,VEND001,INV00268,10-08-2025,13,5,65,Overdue,ACCT113,09-09-2025
INVF000406,VEND016,INV00415,24-08-2025,38,7,266,Paid,ACCT840,17-09-2025
INVF000407,VEND002,INV00425,16-08-2025,151,11,1661,Paid,ACCT732,24-09-2025
INVF000408,VEND008,INV00112,08-08-2025,64,6,384,Overdue,ACCT738,05-09-2025
INVF000409,VEND019,INV00180,18-08-2025,85,14,1190,Overdue,ACCT154,15-09-2025
INVF000410,VEND016,INV00436,31-08-2025,181,8,1448,Overdue,ACCT752,27-09-2025
INVF000411,VEND007,INV00081,01-08-2025,136,19,2584,Paid,ACCT766,23-09-2025
INVF000412,VEND010,INV00198,01-08-2025,196,13,2548,Pending,ACCT821,06-09-2025
INVF000413,VEND007,INV00278,16-08-2025,112,14,1568,Pending,ACCT994,24-09-2025
INVF000414,VEND011,INV00026,13-08-2025,109,4,436,Paid,ACCT374,24-09-2025
INVF000415,VEND016,INV00249,14-08-2025,39,2,78,Paid,ACCT502,08-09-2025
INVF000416,VEND011,INV00110,28-08-2025,57,18,1026,Overdue,ACCT419,13-09-2025
INVF000417,VEND007,INV00390,25-08-2025,153,1,153,Overdue,ACCT652,15-09-2025
INVF000418,VEND009,INV00282,31-08-2025,136,10,1360,Paid,ACCT713,05-09-2025
INVF000419,VEND005,INV00047,31-08-2025,175,10,1750,Pending,ACCT233,27-09-2025
INVF000420,VEND005,INV00223,17-08-2025,86,19,1634,Paid,ACCT936,17-09-2025
INVF000421,VEND015,INV00065,04-08-2025,29,4,116,Paid,ACCT392,25-09-2025
INVF000422,VEND013,INV00302,06-08-2025,122,11,1342,Pending,ACCT756,28-09-2025
INVF000423,VEND002,INV00241,08-08-2025,90,4,360,Pending,ACCT602,04-09-2025
INVF000424,VEND016,INV00456,03-08-2025,192,12,2304,Pending,ACCT808,04-09-2025
INVF000425,VEND003,INV00017,10-08-2025,140,11,1540,Pending,ACCT537,28-09-2025
INVF000426,VEND006,INV00415,26-08-2025,88,18,1584,Overdue,ACCT448,04-09-2025
INVF000427,VEND005,INV00355,01-08-2025,115,8,920,Pending,ACCT153,18-09-2025
INVF000428,VEND010,INV00157,04-08-2025,138,5,690,Paid,ACCT586,05-09-2025
INVF000429,VEND001,INV00415,10-08-2025,40,19,760,Paid,ACCT423,01-09-2025
INVF000430,VEND009,INV00441,23-08-2025,62,10,620,Overdue,ACCT578,24-09-2025
INVF000431,VEND011,INV00289,27-08-2025,131,16,2096,Paid,ACCT971,10-09-2025
INVF000432,VEND003,INV00232,15-08-2025,81,2,162,Overdue,ACCT631,12-09-2025
INVF000433,VEND008,INV00053,04-08-2025,73,4,292,Overdue,ACCT992,10-09-2025
INVF000434,VEND004,INV00064,16-08-2025,78,12,936,Pending,ACCT444,01-09-2025
INVF000435,VEND017,INV00417,09-08-2025,117,9,1053,Pending,ACCT998,20-09-2025
INVF000436,VEND007,INV00411,08-08-2025,41,2,82,Overdue,ACCT539,18-09-2025
INVF000437,VEND016,INV00389,01-08-2025,141,12,1692,Paid,ACCT353,21-09-2025
INVF000438,VEND017,INV00019,31-08-2025,28,14,392,Paid,ACCT741,20-09-2025
INVF000439,VEND016,INV00032,05-08-2025,129,17,2193,Pending,ACCT915,20-09-2025
INVF000440,VEND019,INV00323,05-08-2025,147,2,294,Pending,ACCT336,23-09-2025
INVF000441,VEND017,INV00445,15-08-2025,44,12,528,Pending,ACCT416,17-09-2025
INVF000442,VEND005,INV00013,14-08-2025,142,3,426,Paid,ACCT518,23-09-2025
INVF000443,VEND002,INV00367,03-08-2025,179,1,179,Paid,ACCT405,30-09-2025
INVF000444,VEND002,INV00381,24-08-2025,157,19,2983,Pending,ACCT179,06-09-2025
INVF000445,VEND012,INV00276,24-08-2025,125,18,2250,Pending,ACCT588,08-09-2025
INVF000446,VEND011,INV00053,16-08-2025,104,17,1768,Overdue,ACCT423,08-09-2025
INVF000447,VEND018,INV00210,28-08-2025,159,4,636,Paid,ACCT806,24-09-2025
INVF000448,VEND019,INV00112,24-08-2025,44,5,220,Overdue,ACCT769,16-09-2025
INVF000449,VEND005,INV00034,03-08-2025,163,9,1467,Overdue,ACCT215,10-09-2025
INVF000450,VEND012,INV00154,01-08-2025,124,18,2232,Pending,ACCT949,12-09-2025
INVF000451,VEND008,INV00189,15-08-2025,47,5,235,Overdue,ACCT344,19-09-2025
INVF000452,VEND001,INV00008,27-08-2025,153,12,1836,Overdue,ACCT952,17-09-2025
INVF000453,VEND004,INV00498,13-08-2025,167,18,3006,Pending,ACCT401,11-09-2025
INVF000454,VEND007,INV00295,27-08-2025,12,20,240,Overdue,ACCT577,09-09-2025
INVF000455,VEND018,INV00373,25-08-2025,53,7,371,Pending,ACCT790,28-09-2025
INVF000456,VEND016,INV00185,26-08-2025,76,3,228,Pending,ACCT776,13-09-2025
INVF000457,VEND013,INV00073,06-08-2025,52,11,572,Paid,ACCT407,11-09-2025
INVF000458,VEND015,INV00296,13-08-2025,53,12,636,Paid,ACCT142,30-09-2025
INVF000459,VEND008,INV00340,24-08-2025,110,7,770,Paid,ACCT331,23-09-2025
INVF000460,VEND011,INV00469,22-08-2025,183,14,2562,Overdue,ACCT234,24-09-2025
INVF000461,VEND013,INV00064,25-08-2025,55,15,825,Pending,ACCT963,21-09-2025
INVF000462,VEND009,INV00053,01-08-2025,51,6,306,Overdue,ACCT357,13-09-2025
INVF000463,VEND017,INV00094,19-08-2025,43,7,301,Pending,ACCT981,29-09-2025
INVF000464,VEND013,INV00257,02-08-2025,105,20,2100,Overdue,ACCT320,23-09-2025
INVF000465,VEND008,INV00122,11-08-2025,161,15,2415,Paid,ACCT321,01-09-2025
INVF000466,VEND017,INV00362,20-08-2025,43,11,473,Pending,ACCT611,03-09-2025
INVF000467,VEND001,INV00450,20-08-2025,43,7,301,Paid,ACCT935,03-09-2025
INVF000468,VEND001,INV00430,31-08-2025,90,2,180,Overdue,ACCT905,03-09-2025
INVF000469,VEND002,INV00247,07-08-2025,64,4,256,Overdue,ACCT917,30-09-2025
INVF000470,VEND006,INV00113,03-08-2025,15,17,255,Pending,ACCT763,21-09-2025
INVF000471,VEND002,INV00349,13-08-2025,152,19,2888,Pending,ACCT249,02-09-2025
INVF000472,VEND004,INV00065,29-08-2025,78,19,1482,Paid,ACCT891,24-09-2025
INVF000473,VEND001,INV00408,09-08-2025,38,8,304,Pending,ACCT597,30-09-2025
INVF000474,VEND006,INV00341,30-08-2025,96,5,480,Paid,ACCT923,26-09-2025
INVF000475,VEND011,INV00138,31-08-2025,167,20,3340,Overdue,ACCT959,03-09-2025
INVF000476,VEND006,INV00400,14-08-2025,115,10,1150,Paid,ACCT973,25-09-2025
INVF000477,VEND003,INV00032,03-08-2025,130,12,1560,Paid,ACCT559,13-09-2025
INVF000478,VEND006,INV00486,17-08-2025,13,5,65,Overdue,ACCT781,14-09-2025
INVF000479,VEND007,INV00354,29-08-2025,57,7,399,Paid,ACCT451,28-09-2025
INVF000480,VEND016,INV00063,01-08-2025,195,6,1170,Paid,ACCT921,13-09-2025
INVF000481,VEND012,INV00347,15-08-2025,179,15,2685,Pending,ACCT721,28-09-2025
INVF000482,VEND019,INV00340,12-08-2025,92,4,368,Paid,ACCT292,04-09-2025
INVF000483,VEND007,INV00040,03-08-2025,29,16,464,Overdue,ACCT676,30-09-2025
INVF000484,VEND013,INV00267,15-08-2025,91,19,1729,Pending,ACCT971,29-09-2025
INVF000485,VEND004,INV00073,21-08-2025,114,19,2166,Paid,ACCT568,24-09-2025
INVF000486,VEND008,INV00218,12-08-2025,139,10,1390,Pending,ACCT544,19-09-2025
INVF000487,VEND003,INV00255,09-08-2025,128,8,1024,Overdue,ACCT735,22-09-2025
INVF000488,VEND004,INV00038,31-08-2025,55,20,1100,Paid,ACCT596,02-09-2025
INVF000489,VEND020,INV00018,28-08-2025,75,4,300,Overdue,ACCT650,10-09-2025
INVF000490,VEND020,INV00455,07-08-2025,50,13,650,Pending,ACCT838,24-09-2025
INVF000491,VEND003,INV00079,13-08-2025,184,16,2944,Pending,ACCT652,02-09-2025
INVF000492,VEND005,INV00180,20-08-2025,162,11,1782,Paid,ACCT531,17-09-2025
INVF000493,VEND009,INV00380,13-08-2025,137,13,1781,Paid,ACCT302,10-09-2025
INVF000494,VEND008,INV00444,03-08-2025,124,5,620,Paid,ACCT567,15-09-2025
INVF000495,VEND005,INV00426,01-08-2025,113,15,1695,Pending,ACCT946,25-09-2025
INVF000496,VEND015,INV00264,30-08-2025,115,19,2185,Pending,ACCT924,09-09-2025
INVF000497,VEND013,INV00099,09-08-2025,65,3,195,Overdue,ACCT556,04-09-2025
INVF000498,VEND001,INV00405,15-08-2025,80,16,1280,Paid,ACCT511,15-09-2025
INVF000499,VEND010,INV00278,19-08-2025,145,9,1305,Pending,ACCT218,30-09-2025
INVF000500,VEND009,INV00104,04-08-2025,23,11,253,Overdue,ACCT539,07-09-2025
