Transaction_ID,Date,Inventory_ID,Quantity_Consumed,Department,Staff_ID,Shift,Consumption_Reason,Remaining_Stock,Batch_Lot
TXN000290,25-08-2025,INV00116,17,ICU,STF1147,Morning,Routine Use,310,LOT83392
TXN000291,04-08-2025,INV00382,18,Pediatrics,STF7041,Night,Emergency Use,234,LOT65457
TXN000292,15-08-2025,INV00279,4,General,STF2675,Morning,Routine Use,92,LOT93746
TXN000293,26-08-2025,INV00131,19,ER,STF4004,Afternoon,Emergency Use,13,LOT70212
TXN000294,07-08-2025,INV00018,20,Surgery,STF7992,Afternoon,Routine Use,373,LOT35133
TXN000295,29-08-2025,INV00131,6,Surgery,STF5816,Night,Emergency Use,1,LOT88851
TXN000296,23-08-2025,INV00301,17,ER,STF8548,Night,Emergency Use,250,LOT60495
TXN000297,07-08-2025,INV00089,20,ER,STF8194,Afternoon,Routine Use,164,LOT54186
TXN000298,18-08-2025,INV00101,16,General,STF3073,Afternoon,Routine Use,335,LOT17843
TXN000299,10-08-2025,INV00311,12,Pediatrics,STF5238,Afternoon,Emergency Use,320,LOT80170
TXN000300,28-08-2025,INV00192,16,General,STF9680,Night,Routine Use,485,LOT83526
TXN000301,15-08-2025,INV00450,17,Surgery,STF3397,Afternoon,Emergency Use,217,LOT68927
TXN000302,03-08-2025,INV00358,8,ICU,STF9971,Morning,Emergency Use,210,LOT78708
TXN000303,03-08-2025,INV00153,2,General,STF8625,Night,Routine Use,461,LOT45945
TXN000304,24-08-2025,INV00408,12,ICU,STF5898,Morning,Routine Use,189,LOT32624
TXN000305,25-08-2025,INV00369,10,ER,STF5251,Night,Emergency Use,96,LOT85943
TXN000306,25-08-2025,INV00296,11,ER,STF4368,Morning,Routine Use,17,LOT39910
TXN000307,06-08-2025,INV00100,19,Pediatrics,STF5954,Night,Emergency Use,281,LOT99187
TXN000308,24-08-2025,INV00081,16,ICU,STF5625,Morning,Emergency Use,183,LOT61175
TXN000309,13-08-2025,INV00234,15,Pediatrics,STF4126,Morning,Routine Use,120,LOT56931
TXN000310,23-08-2025,INV00349,6,Pediatrics,STF6638,Morning,Emergency Use,73,LOT27093
TXN000311,28-08-2025,INV00296,14,Pediatrics,STF2794,Afternoon,Emergency Use,216,LOT71444
TXN000312,26-08-2025,INV00300,19,ICU,STF4691,Night,Routine Use,275,LOT42840
TXN000313,19-08-2025,INV00396,12,Surgery,STF7950,Morning,Emergency Use,371,LOT63328
TXN000314,06-08-2025,INV00469,13,ICU,STF2650,Night,Emergency Use,24,LOT23584
TXN000315,18-08-2025,INV00029,15,General,STF6634,Morning,Routine Use,140,LOT87448
TXN000316,18-08-2025,INV00450,1,Pediatrics,STF2502,Morning,Emergency Use,313,LOT53779
TXN000317,24-08-2025,INV00378,14,Surgery,STF6575,Afternoon,Emergency Use,296,LOT78577
TXN000318,28-08-2025,INV00376,4,Surgery,STF4818,Afternoon,Emergency Use,301,LOT11448
TXN000319,06-08-2025,INV00056,17,General,STF1436,Morning,Emergency Use,421,LOT43934
TXN000320,16-08-2025,INV00174,19,Pediatrics,STF5331,Night,Routine Use,327,LOT85532
TXN000321,27-08-2025,INV00384,18,ER,STF3647,Afternoon,Emergency Use,1,LOT86187
TXN000322,10-08-2025,INV00365,6,Surgery,STF1435,Afternoon,Routine Use,459,LOT40017
TXN000323,31-08-2025,INV00435,11,Surgery,STF3965,Morning,Routine Use,432,LOT48396
TXN000324,12-08-2025,INV00136,6,General,STF9950,Afternoon,Routine Use,330,LOT63563
TXN000325,28-08-2025,INV00491,17,ICU,STF1428,Afternoon,Routine Use,359,LOT61757
TXN000326,28-08-2025,INV00123,2,ICU,STF8917,Night,Routine Use,20,LOT40676
TXN000327,17-08-2025,INV00168,4,General,STF7172,Afternoon,Emergency Use,297,LOT46915
TXN000328,26-08-2025,INV00004,13,ICU,STF1796,Morning,Emergency Use,200,LOT42793
TXN000329,20-08-2025,INV00252,6,ICU,STF1669,Morning,Emergency Use,172,LOT51611
TXN000330,22-08-2025,INV00087,19,ER,STF7385,Afternoon,Routine Use,398,LOT78822
TXN000331,10-08-2025,INV00113,14,ICU,STF1593,Night,Emergency Use,41,LOT59128
TXN000332,15-08-2025,INV00431,17,ER,STF5134,Morning,Routine Use,21,LOT70102
TXN000333,02-08-2025,INV00115,16,Surgery,STF8337,Morning,Routine Use,134,LOT20536
TXN000334,16-08-2025,INV00422,11,ICU,STF4042,Morning,Routine Use,145,LOT30817
TXN000335,23-08-2025,INV00231,12,ICU,STF5265,Night,Emergency Use,106,LOT74058
TXN000336,26-08-2025,INV00048,12,Pediatrics,STF6509,Afternoon,Routine Use,497,LOT47105
TXN000337,09-08-2025,INV00087,1,Surgery,STF3409,Morning,Emergency Use,442,LOT74462
TXN000338,13-08-2025,INV00110,3,General,STF7319,Night,Emergency Use,186,LOT45050
TXN000339,01-08-2025,INV00353,8,Pediatrics,STF1515,Afternoon,Emergency Use,243,LOT91599
TXN000340,09-08-2025,INV00349,8,ER,STF4806,Morning,Emergency Use,32,LOT91102
TXN000341,03-08-2025,INV00470,1,General,STF6756,Morning,Routine Use,53,LOT54667
TXN000342,27-08-2025,INV00211,9,Surgery,STF1030,Afternoon,Routine Use,5,LOT96792
TXN000343,15-08-2025,INV00307,1,ER,STF6857,Afternoon,Emergency Use,189,LOT59299
TXN000344,23-08-2025,INV00093,10,ER,STF2581,Morning,Routine Use,75,LOT61507
TXN000345,15-08-2025,INV00247,19,ICU,STF3576,Afternoon,Routine Use,416,LOT54401
TXN000346,25-08-2025,INV00492,10,ICU,STF3470,Afternoon,Emergency Use,186,LOT73081
TXN000347,15-08-2025,INV00007,15,Pediatrics,STF1306,Afternoon,Emergency Use,202,LOT23302
TXN000348,10-08-2025,INV00293,4,General,STF6857,Night,Routine Use,474,LOT78865
TXN000349,16-08-2025,INV00153,8,ICU,STF4958,Night,Routine Use,368,LOT46641
TXN000350,01-08-2025,INV00469,9,General,STF3280,Morning,Routine Use,422,LOT72786
TXN000351,04-08-2025,INV00099,15,ER,STF4397,Night,Routine Use,254,LOT39014
TXN000352,07-08-2025,INV00057,13,Surgery,STF2367,Afternoon,Emergency Use,194,LOT66959
TXN000353,20-08-2025,INV00455,15,Pediatrics,STF3516,Night,Routine Use,254,LOT83998
TXN000354,01-08-2025,INV00421,19,Surgery,STF6791,Afternoon,Routine Use,304,LOT93708
TXN000355,13-08-2025,INV00154,1,Pediatrics,STF6665,Afternoon,Routine Use,444,LOT19392
TXN000356,13-08-2025,INV00398,7,Surgery,STF3823,Morning,Routine Use,386,LOT80692
TXN000357,04-08-2025,INV00407,6,Surgery,STF2161,Night,Routine Use,333,LOT84645
TXN000358,20-08-2025,INV00005,3,ER,STF3038,Morning,Emergency Use,497,LOT23252
TXN000359,13-08-2025,INV00022,14,General,STF7401,Morning,Emergency Use,181,LOT68781
TXN000360,07-08-2025,INV00496,6,Pediatrics,STF1281,Morning,Routine Use,369,LOT84889
TXN000361,07-08-2025,INV00369,11,General,STF2460,Afternoon,Emergency Use,420,LOT42310
TXN000362,02-08-2025,INV00114,17,ICU,STF8409,Morning,Emergency Use,442,LOT34325
TXN000363,05-08-2025,INV00349,6,Pediatrics,STF6923,Night,Routine Use,430,LOT28186
TXN000364,24-08-2025,INV00296,16,General,STF5542,Afternoon,Emergency Use,268,LOT77324
TXN000365,21-08-2025,INV00112,20,Pediatrics,STF7550,Morning,Emergency Use,392,LOT16426
TXN000366,01-08-2025,INV00431,4,ICU,STF2039,Night,Emergency Use,272,LOT19469
TXN000367,12-08-2025,INV00134,10,General,STF8452,Morning,Routine Use,168,LOT95782
TXN000368,05-08-2025,INV00071,16,General,STF3972,Night,Emergency Use,113,LOT38575
TXN000369,27-08-2025,INV00204,2,Pediatrics,STF2920,Night,Routine Use,482,LOT81885
TXN000370,29-08-2025,INV00107,8,Pediatrics,STF6691,Night,Routine Use,99,LOT80323
TXN000371,13-08-2025,INV00114,12,Pediatrics,STF6415,Afternoon,Emergency Use,34,LOT96788
TXN000372,27-08-2025,INV00156,16,Pediatrics,STF5254,Morning,Routine Use,111,LOT37921
TXN000373,29-08-2025,INV00409,10,Surgery,STF7209,Night,Emergency Use,330,LOT43407
TXN000374,10-08-2025,INV00058,6,ER,STF1344,Afternoon,Emergency Use,108,LOT74924
TXN000375,03-08-2025,INV00248,8,General,STF6648,Morning,Emergency Use,338,LOT22261
TXN000376,25-08-2025,INV00007,14,Pediatrics,STF8770,Afternoon,Emergency Use,488,LOT74994
TXN000377,01-08-2025,INV00262,13,ER,STF5555,Afternoon,Emergency Use,148,LOT94895
TXN000378,23-08-2025,INV00145,5,General,STF1130,Afternoon,Emergency Use,195,LOT96055
TXN000379,22-08-2025,INV00044,5,ICU,STF1178,Night,Routine Use,296,LOT77256
TXN000380,26-08-2025,INV00471,18,Pediatrics,STF3678,Afternoon,Routine Use,105,LOT81054
TXN000381,19-08-2025,INV00114,8,ICU,STF9080,Night,Routine Use,377,LOT48801
TXN000382,14-08-2025,INV00316,6,Pediatrics,STF1308,Night,Emergency Use,69,LOT32575
TXN000383,20-08-2025,INV00385,15,Pediatrics,STF3614,Afternoon,Routine Use,54,LOT67936
TXN000384,17-08-2025,INV00442,18,General,STF1000,Night,Routine Use,389,LOT98073
TXN000385,12-08-2025,INV00207,6,General,STF3039,Afternoon,Emergency Use,88,LOT18954
TXN000386,01-08-2025,INV00077,7,Pediatrics,STF9815,Afternoon,Routine Use,377,LOT54482
TXN000387,25-08-2025,INV00249,10,Pediatrics,STF1363,Night,Emergency Use,376,LOT22300
TXN000388,14-08-2025,INV00290,13,General,STF6386,Morning,Routine Use,441,LOT53423
TXN000389,17-08-2025,INV00053,16,Surgery,STF8535,Night,Routine Use,149,LOT58932
TXN000390,12-08-2025,INV00373,18,ER,STF9623,Night,Routine Use,253,LOT30044
TXN000391,09-08-2025,INV00381,3,Pediatrics,STF4786,Afternoon,Emergency Use,331,LOT16113
TXN000392,02-08-2025,INV00088,7,ER,STF9159,Afternoon,Emergency Use,254,LOT59031
TXN000393,16-08-2025,INV00387,9,General,STF8442,Night,Routine Use,223,LOT33981
TXN000394,08-08-2025,INV00155,10,ICU,STF8978,Night,Emergency Use,113,LOT97009
TXN000395,28-08-2025,INV00008,13,Pediatrics,STF1773,Night,Routine Use,322,LOT37185
TXN000396,05-08-2025,INV00007,11,Pediatrics,STF1655,Morning,Emergency Use,59,LOT79329
TXN000397,04-08-2025,INV00423,15,Surgery,STF3438,Night,Emergency Use,122,LOT41772
TXN000398,12-08-2025,INV00199,17,ICU,STF8136,Night,Emergency Use,68,LOT67298
TXN000399,12-08-2025,INV00077,12,ICU,STF4049,Night,Emergency Use,266,LOT97360
TXN000400,11-08-2025,INV00267,1,General,STF7342,Afternoon,Emergency Use,450,LOT11110
TXN000401,08-08-2025,INV00419,3,ER,STF2835,Night,Routine Use,200,LOT17433
TXN000402,08-08-2025,INV00158,20,ICU,STF4116,Afternoon,Routine Use,384,LOT91770
TXN000403,03-08-2025,INV00126,13,General,STF4708,Afternoon,Routine Use,275,LOT73496
TXN000404,06-08-2025,INV00305,20,General,STF5861,Afternoon,Emergency Use,203,LOT82417
TXN000405,17-08-2025,INV00239,5,Pediatrics,STF9003,Morning,Routine Use,444,LOT70039
TXN000406,23-08-2025,INV00334,13,Surgery,STF4478,Night,Routine Use,73,LOT24908
TXN000407,07-08-2025,INV00221,20,ER,STF9322,Morning,Routine Use,112,LOT63867
TXN000408,04-08-2025,INV00424,4,Surgery,STF7223,Morning,Routine Use,219,LOT67940
TXN000409,21-08-2025,INV00135,4,Surgery,STF1067,Afternoon,Emergency Use,187,LOT46618
TXN000410,15-08-2025,INV00110,14,Pediatrics,STF2096,Afternoon,Routine Use,261,LOT28174
TXN000411,11-08-2025,INV00060,6,General,STF1192,Afternoon,Emergency Use,366,LOT96746
TXN000412,03-08-2025,INV00183,12,General,STF1356,Morning,Routine Use,229,LOT74965
TXN000413,04-08-2025,INV00422,20,General,STF5923,Night,Routine Use,278,LOT54187
TXN000414,17-08-2025,INV00073,4,Pediatrics,STF7975,Night,Routine Use,53,LOT35442
TXN000415,18-08-2025,INV00319,19,ER,STF5250,Night,Emergency Use,114,LOT83133
TXN000416,06-08-2025,INV00077,13,Surgery,STF4692,Afternoon,Emergency Use,427,LOT51090
TXN000417,10-08-2025,INV00499,7,General,STF5387,Afternoon,Routine Use,235,LOT31683
TXN000418,18-08-2025,INV00056,4,Pediatrics,STF3433,Night,Routine Use,343,LOT23521
TXN000419,02-08-2025,INV00047,19,General,STF2826,Night,Routine Use,263,LOT24451
TXN000420,30-08-2025,INV00286,2,Surgery,STF8560,Night,Routine Use,480,LOT42085
TXN000421,17-08-2025,INV00226,1,Surgery,STF7916,Afternoon,Routine Use,106,LOT30254
TXN000422,10-08-2025,INV00097,16,Surgery,STF2740,Afternoon,Emergency Use,159,LOT90370
TXN000423,03-08-2025,INV00173,17,Pediatrics,STF9212,Morning,Routine Use,38,LOT67008
TXN000424,09-08-2025,INV00428,9,General,STF9853,Night,Emergency Use,30,LOT49653
TXN000425,22-08-2025,INV00243,20,ICU,STF9263,Afternoon,Emergency Use,399,LOT62583
TXN000426,30-08-2025,INV00286,20,ICU,STF4602,Morning,Emergency Use,190,LOT71778
TXN000427,20-08-2025,INV00156,20,General,STF1255,Morning,Emergency Use,187,LOT55182
TXN000428,12-08-2025,INV00308,8,Surgery,STF6565,Afternoon,Routine Use,238,LOT14915
TXN000429,01-08-2025,INV00180,1,Pediatrics,STF8049,Morning,Emergency Use,71,LOT82755
TXN000430,23-08-2025,INV00129,20,Pediatrics,STF3781,Night,Routine Use,179,LOT10986
TXN000431,17-08-2025,INV00202,17,ICU,STF6871,Morning,Routine Use,496,LOT67705
TXN000432,23-08-2025,INV00388,14,Pediatrics,STF1916,Night,Emergency Use,104,LOT60873
TXN000433,30-08-2025,INV00415,2,General,STF9963,Night,Emergency Use,199,LOT96466
TXN000434,30-08-2025,INV00055,18,ICU,STF1441,Afternoon,Emergency Use,495,LOT13975
TXN000435,01-08-2025,INV00095,9,Surgery,STF3733,Afternoon,Routine Use,63,LOT82547
TXN000436,11-08-2025,INV00077,9,ICU,STF3232,Night,Routine Use,442,LOT13152
TXN000437,03-08-2025,INV00084,8,Surgery,STF4713,Night,Emergency Use,104,LOT90587
TXN000438,24-08-2025,INV00074,3,ICU,STF4065,Night,Emergency Use,302,LOT47340
TXN000439,31-08-2025,INV00326,16,Surgery,STF5265,Morning,Emergency Use,412,LOT47666
TXN000440,28-08-2025,INV00088,1,ICU,STF8042,Night,Routine Use,413,LOT54959
TXN000441,25-08-2025,INV00442,6,General,STF8214,Afternoon,Routine Use,329,LOT44132
TXN000442,16-08-2025,INV00288,11,ER,STF3767,Night,Routine Use,162,LOT11524
TXN000443,17-08-2025,INV00121,8,General,STF3961,Morning,Emergency Use,344,LOT63330
TXN000444,11-08-2025,INV00197,4,General,STF7154,Morning,Routine Use,391,LOT24219
TXN000445,04-08-2025,INV00336,9,General,STF1885,Night,Routine Use,194,LOT89442
TXN000446,24-08-2025,INV00222,16,ER,STF2315,Night,Routine Use,135,LOT25057
TXN000447,02-08-2025,INV00257,7,Surgery,STF5777,Morning,Emergency Use,469,LOT54903
TXN000448,14-08-2025,INV00169,9,ER,STF2706,Afternoon,Emergency Use,104,LOT38768
TXN000449,10-08-2025,INV00337,6,Pediatrics,STF5451,Afternoon,Routine Use,54,LOT96675
TXN000450,10-08-2025,INV00165,20,Surgery,STF4372,Morning,Emergency Use,105,LOT13796
TXN000451,08-08-2025,INV00273,10,General,STF8630,Morning,Emergency Use,495,LOT99069
TXN000452,02-08-2025,INV00232,12,ICU,STF1453,Morning,Routine Use,330,LOT36190
TXN000453,07-08-2025,INV00302,13,Surgery,STF3021,Morning,Emergency Use,474,LOT67020
TXN000454,24-08-2025,INV00227,6,Pediatrics,STF7989,Night,Routine Use,376,LOT40022
TXN000455,19-08-2025,INV00415,15,General,STF6744,Afternoon,Routine Use,17,LOT83816
TXN000456,07-08-2025,INV00427,15,Pediatrics,STF2521,Afternoon,Emergency Use,222,LOT78720
TXN000457,12-08-2025,INV00104,20,ICU,STF9621,Night,Emergency Use,248,LOT80175
TXN000458,11-08-2025,INV00159,16,Pediatrics,STF9356,Morning,Emergency Use,219,LOT26765
TXN000459,22-08-2025,INV00401,3,Pediatrics,STF1299,Afternoon,Routine Use,245,LOT35470
TXN000460,30-08-2025,INV00085,4,Surgery,STF8369,Night,Routine Use,476,LOT68082
TXN000461,25-08-2025,INV00378,3,Surgery,STF9033,Afternoon,Emergency Use,332,LOT80745
TXN000462,27-08-2025,INV00175,3,ICU,STF1634,Night,Emergency Use,128,LOT95703
TXN000463,13-08-2025,INV00114,17,General,STF8968,Afternoon,Emergency Use,436,LOT86305
TXN000464,10-08-2025,INV00446,16,General,STF7862,Night,Emergency Use,399,LOT20199
TXN000465,22-08-2025,INV00153,8,Pediatrics,STF8630,Night,Routine Use,12,LOT94676
TXN000466,29-08-2025,INV00367,15,General,STF8754,Afternoon,Emergency Use,386,LOT10879
TXN000467,31-08-2025,INV00459,9,Surgery,STF9876,Night,Emergency Use,489,LOT80639
TXN000468,27-08-2025,INV00209,6,General,STF9677,Night,Emergency Use,298,LOT32692
TXN000469,23-08-2025,INV00469,7,General,STF7594,Afternoon,Emergency Use,415,LOT75338
TXN000470,27-08-2025,INV00238,9,ER,STF9650,Night,Emergency Use,431,LOT19640
TXN000471,22-08-2025,INV00294,14,Pediatrics,STF7751,Night,Emergency Use,398,LOT53702
TXN000472,02-08-2025,INV00063,15,Pediatrics,STF3621,Afternoon,Emergency Use,227,LOT99338
TXN000473,04-08-2025,INV00108,3,Surgery,STF7473,Afternoon,Emergency Use,171,LOT88939
TXN000474,26-08-2025,INV00305,9,General,STF4435,Afternoon,Emergency Use,205,LOT32910
TXN000475,05-08-2025,INV00276,9,General,STF3531,Night,Emergency Use,121,LOT46917
TXN000476,21-08-2025,INV00436,5,Pediatrics,STF5627,Night,Routine Use,77,LOT60187
TXN000477,19-08-2025,INV00432,6,ICU,STF9606,Afternoon,Emergency Use,312,LOT49362
TXN000478,31-08-2025,INV00236,18,General,STF5589,Morning,Emergency Use,398,LOT10749
TXN000479,18-08-2025,INV00498,17,Pediatrics,STF8245,Morning,Emergency Use,348,LOT26249
TXN000480,30-08-2025,INV00043,18,ER,STF2184,Morning,Routine Use,463,LOT45881
TXN000481,15-08-2025,INV00381,19,ICU,STF4001,Morning,Emergency Use,363,LOT45021
TXN000482,09-08-2025,INV00479,20,Pediatrics,STF3079,Morning,Routine Use,291,LOT15457
TXN000483,16-08-2025,INV00006,17,Pediatrics,STF9759,Afternoon,Routine Use,183,LOT65542
TXN000484,25-08-2025,INV00154,9,General,STF8612,Afternoon,Routine Use,82,LOT37296
TXN000485,01-08-2025,INV00482,6,ICU,STF2037,Afternoon,Routine Use,280,LOT75385
TXN000486,10-08-2025,INV00491,1,ER,STF3091,Morning,Routine Use,351,LOT49669
TXN000487,03-08-2025,INV00285,20,ER,STF8332,Afternoon,Routine Use,342,LOT17423
TXN000488,21-08-2025,INV00168,12,General,STF3222,Night,Emergency Use,348,LOT95817
TXN000489,05-08-2025,INV00223,19,ER,STF9891,Afternoon,Emergency Use,78,LOT26030
TXN000490,21-08-2025,INV00138,8,Pediatrics,STF1924,Morning,Routine Use,399,LOT25667
TXN000491,07-08-2025,INV00420,18,Surgery,STF3391,Afternoon,Routine Use,387,LOT34070
TXN000492,27-08-2025,INV00230,1,Surgery,STF2097,Morning,Emergency Use,329,LOT47275
TXN000493,31-08-2025,INV00130,10,Pediatrics,STF7247,Morning,Emergency Use,202,LOT34950
TXN000494,23-08-2025,INV00112,15,ICU,STF8018,Morning,Routine Use,115,LOT26404
TXN000495,02-08-2025,INV00319,18,Pediatrics,STF7919,Morning,Emergency Use,80,LOT93151
TXN000496,22-08-2025,INV00342,7,ICU,STF7006,Afternoon,Emergency Use,334,LOT12979
TXN000497,08-08-2025,INV00129,20,ER,STF4937,Night,Emergency Use,90,LOT72131
TXN000498,13-08-2025,INV00029,10,Pediatrics,STF2731,Afternoon,Emergency Use,382,LOT85753
TXN000499,29-08-2025,INV00380,14,Surgery,STF4902,Night,Routine Use,270,LOT99560
TXN000500,30-08-2025,INV00255,9,General,STF9136,Night,Emergency Use,374,LOT31296
TXN000501,31-08-2025,INV00330,10,ICU,STF9230,Morning,Emergency Use,427,LOT75638
TXN000502,03-08-2025,INV00093,15,General,STF3607,Afternoon,Routine Use,132,LOT30034
TXN000503,09-08-2025,INV00025,5,ICU,STF8878,Night,Emergency Use,374,LOT87389
TXN000504,07-08-2025,INV00417,8,Surgery,STF3499,Morning,Routine Use,291,LOT75362
TXN000505,25-08-2025,INV00177,13,General,STF8019,Morning,Emergency Use,451,LOT36383
TXN000506,20-08-2025,INV00157,18,ICU,STF3340,Night,Routine Use,398,LOT43495
TXN000507,25-08-2025,INV00404,10,Pediatrics,STF3337,Morning,Routine Use,201,LOT91171
TXN000508,17-08-2025,INV00209,5,ICU,STF7006,Afternoon,Routine Use,304,LOT98300
TXN000509,23-08-2025,INV00212,7,General,STF1054,Morning,Emergency Use,11,LOT12821
TXN000510,07-08-2025,INV00079,8,ER,STF7676,Afternoon,Emergency Use,442,LOT18254
TXN000511,20-08-2025,INV00132,6,ICU,STF7523,Night,Emergency Use,404,LOT50168
TXN000512,24-08-2025,INV00112,7,Pediatrics,STF6726,Morning,Routine Use,271,LOT90213
TXN000513,04-08-2025,INV00330,12,General,STF4518,Afternoon,Routine Use,93,LOT30117
TXN000514,01-08-2025,INV00478,9,Surgery,STF2461,Night,Routine Use,182,LOT85641
TXN000515,12-08-2025,INV00122,7,ER,STF1071,Afternoon,Emergency Use,289,LOT37842
TXN000516,14-08-2025,INV00466,20,General,STF1402,Morning,Routine Use,110,LOT90281
TXN000517,18-08-2025,INV00291,5,ER,STF1289,Morning,Emergency Use,250,LOT17274
TXN000518,30-08-2025,INV00372,13,ICU,STF6913,Afternoon,Emergency Use,294,LOT65860
TXN000519,29-08-2025,INV00394,12,Pediatrics,STF9502,Morning,Routine Use,212,LOT72825
TXN000520,09-08-2025,INV00298,10,Surgery,STF7658,Afternoon,Routine Use,175,LOT79134
TXN000521,30-08-2025,INV00015,7,ICU,STF2122,Night,Emergency Use,280,LOT61690
TXN000522,04-08-2025,INV00396,20,Pediatrics,STF7324,Afternoon,Routine Use,74,LOT81921
TXN000523,26-08-2025,INV00189,1,ER,STF5299,Night,Emergency Use,0,LOT46957
TXN000524,06-08-2025,INV00378,1,Pediatrics,STF5752,Afternoon,Routine Use,99,LOT11550
TXN000525,24-08-2025,INV00091,4,Pediatrics,STF6877,Morning,Emergency Use,333,LOT14430
TXN000526,20-08-2025,INV00384,15,Surgery,STF4291,Morning,Emergency Use,146,LOT16364
TXN000527,13-08-2025,INV00160,4,ICU,STF5068,Afternoon,Emergency Use,65,LOT36535
TXN000528,15-08-2025,INV00264,18,Pediatrics,STF2619,Afternoon,Routine Use,257,LOT62214
TXN000529,25-08-2025,INV00390,9,General,STF8075,Afternoon,Routine Use,178,LOT65532
TXN000530,16-08-2025,INV00392,17,General,STF8579,Night,Routine Use,120,LOT43329
TXN000531,24-08-2025,INV00275,19,Surgery,STF1869,Morning,Routine Use,369,LOT51415
TXN000532,30-08-2025,INV00129,11,Pediatrics,STF2007,Morning,Routine Use,421,LOT83182
TXN000533,21-08-2025,INV00161,7,ICU,STF4793,Morning,Emergency Use,107,LOT55027
TXN000534,13-08-2025,INV00259,11,ER,STF3038,Night,Routine Use,218,LOT98851
TXN000535,28-08-2025,INV00173,10,Surgery,STF1911,Morning,Routine Use,390,LOT92956
TXN000536,08-08-2025,INV00194,13,ICU,STF1912,Night,Routine Use,189,LOT15551
TXN000537,30-08-2025,INV00398,19,ER,STF7079,Night,Routine Use,482,LOT49534
TXN000538,05-08-2025,INV00324,2,Pediatrics,STF5947,Night,Emergency Use,481,LOT46581
TXN000539,04-08-2025,INV00306,18,Pediatrics,STF7163,Morning,Routine Use,218,LOT91174
TXN000540,29-08-2025,INV00402,2,Surgery,STF7200,Morning,Routine Use,83,LOT28338
TXN000541,17-08-2025,INV00266,19,ER,STF9573,Night,Routine Use,20,LOT73436
TXN000542,19-08-2025,INV00195,17,Pediatrics,STF2146,Night,Routine Use,492,LOT31554
TXN000543,22-08-2025,INV00015,17,General,STF9121,Afternoon,Routine Use,400,LOT13770
TXN000544,12-08-2025,INV00143,3,Pediatrics,STF4464,Morning,Emergency Use,237,LOT26043
TXN000545,14-08-2025,INV00090,18,General,STF9213,Afternoon,Emergency Use,365,LOT21475
TXN000546,07-08-2025,INV00031,14,General,STF6152,Night,Emergency Use,275,LOT96650
TXN000547,26-08-2025,INV00116,20,Surgery,STF6842,Night,Routine Use,206,LOT64786
TXN000548,26-08-2025,INV00371,12,Surgery,STF7635,Afternoon,Routine Use,287,LOT96577
TXN000549,20-08-2025,INV00429,5,Pediatrics,STF5800,Morning,Routine Use,18,LOT82869
TXN000550,06-08-2025,INV00326,8,Pediatrics,STF8574,Night,Routine Use,57,LOT98997
TXN000551,19-08-2025,INV00139,12,Pediatrics,STF7948,Night,Emergency Use,41,LOT22469
TXN000552,23-08-2025,INV00214,13,ER,STF6286,Night,Emergency Use,177,LOT16627
TXN000553,28-08-2025,INV00138,7,Pediatrics,STF3251,Night,Routine Use,150,LOT67789
TXN000554,09-08-2025,INV00104,1,ICU,STF6344,Night,Routine Use,29,LOT98962
TXN000555,10-08-2025,INV00030,18,General,STF9689,Night,Routine Use,410,LOT12139
TXN000556,03-08-2025,INV00472,5,Pediatrics,STF3813,Night,Emergency Use,73,LOT33388
TXN000557,14-08-2025,INV00327,12,ICU,STF7940,Night,Routine Use,274,LOT94844
TXN000558,27-08-2025,INV00385,17,ER,STF8114,Afternoon,Routine Use,10,LOT74239
TXN000559,08-08-2025,INV00333,9,General,STF8028,Night,Emergency Use,435,LOT78673
TXN000560,26-08-2025,INV00288,10,General,STF2561,Night,Emergency Use,121,LOT98170
TXN000561,03-08-2025,INV00354,18,ER,STF5831,Afternoon,Routine Use,207,LOT84248
TXN000562,27-08-2025,INV00233,4,ER,STF2483,Night,Emergency Use,30,LOT91902
TXN000563,22-08-2025,INV00118,2,Pediatrics,STF9518,Afternoon,Emergency Use,137,LOT79011
TXN000564,10-08-2025,INV00253,2,General,STF9798,Morning,Emergency Use,187,LOT93829
TXN000565,07-08-2025,INV00281,12,ICU,STF8033,Afternoon,Emergency Use,360,LOT29309
TXN000566,31-08-2025,INV00307,16,Surgery,STF4622,Night,Routine Use,281,LOT75387
TXN000567,26-08-2025,INV00253,16,ER,STF6244,Afternoon,Routine Use,225,LOT54082
TXN000568,28-08-2025,INV00177,12,Pediatrics,STF9692,Afternoon,Emergency Use,267,LOT82192
TXN000569,09-08-2025,INV00182,9,Surgery,STF4462,Afternoon,Emergency Use,228,LOT77457
TXN000570,27-08-2025,INV00171,15,Surgery,STF2123,Afternoon,Emergency Use,18,LOT87307
TXN000571,16-08-2025,INV00372,19,General,STF8805,Afternoon,Emergency Use,346,LOT58755
TXN000572,29-08-2025,INV00234,2,Pediatrics,STF9710,Afternoon,Routine Use,317,LOT47396
TXN000573,06-08-2025,INV00050,18,General,STF5286,Afternoon,Emergency Use,363,LOT38561
TXN000574,13-08-2025,INV00219,11,ICU,STF3908,Afternoon,Emergency Use,97,LOT47251
TXN000575,04-08-2025,INV00047,10,ER,STF8195,Morning,Emergency Use,395,LOT24964
TXN000576,18-08-2025,INV00418,16,Surgery,STF8176,Night,Emergency Use,122,LOT49357
TXN000577,02-08-2025,INV00390,9,Surgery,STF9667,Morning,Emergency Use,468,LOT58289
TXN000578,12-08-2025,INV00127,5,General,STF6576,Morning,Routine Use,217,LOT56230
